ZAKŁAD;SUPPLIER;"2.
 PART NUMBER";ID_SAP;"3.
NAME OF THE PART";KLIENT;"4.
  PART CLASIFICATION";"5.
PPM PERFORMANCE ";"6.
 CERTYFICATE";"7.
 APPROVAL";"8.
 AUDIT RESULT";"9.
 PSCR";"10.
 LOCATION";"11.
DELIVERY SCHEDULES";"12.
 NUMBER OF INTERFERENCE";"13.
 COLLABORATION";"14.
 SCORE P/N";"15.
 SUPPLIER SCORE";"16.
 SUPPLIER CLASIFICATION";ID
PSCPS;BUDCHEM;735620915/323;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.323;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/372;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.372;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/608;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.608;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/612;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.612;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/676;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.676;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/682;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.682;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/687;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.687;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/689;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.689;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/695;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.695;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/735;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.735;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620915/876;5108654;846MCA GN.CZ.PARK.WEWN. DX ZD.T. K.876;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/111;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.111;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/227;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.227;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/268;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.268;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/323;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.323;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/372;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.372;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/608;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.608;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/612;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.612;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/676;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.676;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/682;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.682;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/687;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.687;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/689;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.689;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/695;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.695;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/735;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.735;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735620916/876;5108654;846MCA GN.CZ.PARK.WEWN. SX ZD.T. K.876;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735633062/176;5108654;312MCA LISTWA CENTRALNA K.176 (ABARTH);STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735633062/614;5108654;312MCA LISTWA CENTRALNA K.614 (ABARTH);STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735633062/868;5108654;312MCA LISTWA CENTRALNA K.868 (ABARTH);STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735633062/876;5108654;312MCA LISTWA CENTRALNA K.876 (ABARTH);STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735633086/614;5108654;312MCA LISTWA ZD.TYLNEGO K.614 (ABARTH);STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735633086/868;5108654;312MCA LISTWA ZD.TYLNEGO K.868 (ABARTH);STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;735652456/L;5108654;312MCA LISTWA ZD.TYLNEGO(ABARTH) CZ.POD;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/111;5108654;846 CZUJNIK PARKOWANIA k.111;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/149;5108654;846 CZUJNIK PARKOWANIA KOL.149;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/166;5108654;846 CZUJNIK PARKOWANIA k.166;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/176;5108654;846 CZUJNIK PARKOWANIA KOL.176;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/196;5108654;847 CZUJNIK PARKOWANIA KOL.196;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/227;5108654;846 CZUJNIK PARKOWANIA k.227;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/258;5108654;846 CZUJNIK PARKOWANIA KOL.258;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/268;5108654;846 CZUJNIK PARKOWANIA k.268;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/323;5108654;846 CZUJNIK PARKOWANIA k.323;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/369;5108654;846 CZUJNIK PARKOWANIA K.369;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/372;5108654;846 CZUJNIK PARKOWANIA KOL.372;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/421;5108654;847 CZUJNIK PARKOWANIA KOL.421;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/425;5108654;846 CZUJNIK PARKOWANIA k.425;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/494;5108654;847 CZUJNIK PARKOWANIA k.494;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/552;5108654;846 CZUJNIK PARKOWANIA KOL.552;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/608;5108654;846 CZUJNIK PARKOWANIA KOL.608;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/612;5108654;846 CZUJNIK PARKOWANIA k.612;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/676;5108654;846 CZUJNIK PARKOWANIA KOL.676;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/682;5108654;846 CZUJNIK PARKOWANIA KOL.682;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/687;5108654;846 CZUJNIK PARKOWANIA KOL.687;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/689;5108654;846 CZUJNIK PARKOWANIA KOL.689;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/695;5108654;846 CZUJNIK PARKOWANIA k.695;STELLANTIS;B;-100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/708;5108654;847 CZUJNIK PARKOWANIA k.708;STELLANTIS;B;-100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/712;5108654;846 CZUJNIK PARKOWANIA KOL.712;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/735;5108654;846 CZUJNIK PARKOWANIA KOL.735;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/866;5108654;846 CZUJNIK PARKOWANIA KOL.866;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/876;5108654;846 CZUJNIK PARKOWANIA KOL.876;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSCPS;BUDCHEM;75844S075/952;5108654;846 CZUJNIK PARKOWANIA KOL.952;STELLANTIS;B;100;100;100;100;N/A;100;100;100;100;100;;;10
PSAPT;CIMA;13052173;5101001;SPINKA GWINTOWANA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;15
PSCPS;CIMA;LC393739;5101001;846MCA SPINKA 4,2 DO MONTAZU LOGO;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;15
PSAPT;CIMA;LC265900;5101001;169 SPINKA GWINTOWANA M4;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;15
PSAPT;CABOT;LC396379;5109662;169 ACTIVATED CARBON;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;11
PSAPT;CAILLAU;1/31267/70;5100571;OPASKA RURY ODPOW.WLEWU PALIWA;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;12
PSAPT;CAILLAU;1/08611/70;5100571;169 OPASKA ##CZNIKA GUMOWEGO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;12
PSAPT;CAILLAU;LC227700;5100571;COLLARE T.14150 1/31281/70;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;12
PSAPT;CASTELCROM;13052774;5107988;LISTWA ATRAPY GÓRNA CHROM 846;STELLANTIS;B;-100;100;100;100;N/A;80;0;100;100;82,85714286;90,17857143;A;119
PSAPT;CASTELCROM;13052775;5107988;LISTWA ATRAPY DOLNEJ CHROM 846;STELLANTIS;B;-100;100;100;100;N/A;80;0;100;100;82,85714286;;;119
PSCPS;CASTELCROM;735651741/609;5107988;846MCA PODSTAWA LOGO WERSJA MYA;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;119
PSCPS;CASTELCROM;735662044;5107988;846MCA PODSTAWA LOGO MY18 CHROM CM600;STELLANTIS;B;100;100;100;100;N/A;80;100;100;100;97,5;;;119
PSAPT;CELANESE SOFTER;NLS0060204;5109357;PP 50.60R K.417;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;13
PSAPT;CELANESE SOFTER;NLS0040116;5109357;POM 100.65 COPOLIMERO col. naturale;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;13
PSAPT;CELANESE SOFTER;2580000083;5109357;NILAMID BXP 141 (PA6 50% GF);STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;13
PSAPT;CELANESE SOFTER;N110A27000;5109357;PA 220.110 AUTOEST.GR.620 20%V;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;13
PSAPT;CELANESE SOFTER;N110A21210;5109357;PA 220.110 AUTOEST.GR.650;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;13
PSAPT;CLARIANT PLASTICS AN;NLB8000303;5104473;BARWNIK SA94132010;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;16
PSAPT;CLARIANT PLASTICS AN;NLB004000Z;5104473;BARWNIK POM KOL. ZIELONY;STELLANTIS;B;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;16
PSAPT;CLARIANT PLASTICS AN;NLB004000C;5104473;REMAFIN RED;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;16
PSAPT;CLARIANT PLASTICS AN;130000012;5104473;MASTER PP MB 1600/4 NERO;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;16
PSCPS;CLEANING;51959729;5103112;846 TAMPON DESKA ODM 3768;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;127
PSAPT;COBRAPLAST SRL;3801990110;5104566;312 TULEJKA PEDALOW ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;17
PSAPT;CONTINENTAL (VITESCO);52057721;5109760;169 ZESPÓŁPOMPY PALIWA BZ 4X2;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;18
PSAPT;CONTINENTAL (VITESCO);51821919;5109760;169 ZESPÓŁ POMPY PALIWA BZ42PL;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;18
PSAPT;CONTINENTAL (VITESCO);51806983;5109760;169 ZESPÓŁ POMPY PALIWA 4X4 BZ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;18
PSAPT;CONTINENTAL (VITESCO);71744142;5109760;169 ZESPÓŁPOMPY PALIWA 4X2 VENEZ;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;18
PSAPT;CONTINENTAL (VITESCO);71744143;5109760;312 NOWA POMPA PALIWA 4X2 DS;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;18
PSCPS;COVESTRO;N311000000;5106784;ABS 85.180 CRT LUCIDA X CROMAT;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;128
PSCPS;COVESTRO;NLS0020110;5106784;PC+ABS 100.450L KOL.734 AVORIO;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;128
PSCPS;COVESTRO;NLS0020115;5106784;PC+ABS 100.450 KOL.NATURALNY;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;128
PSCPS;COVESTRO;NLS0090003;5106784;PC 100.40 KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;128
PSAPT;DBI PLASTICS SP. Z O.O.;NS0190A-AA20A;5107865; ZAŚLEPKA KRÓĆCA ODPOW. ZBIORNIKA PALIWA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;19
PSAPT;DOMO;NLS0030101;5104322;PA 80.400L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;92,85714286;A;91
PSAPT;DOMO;NLS0030801;5104322;PA 220.110L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;91
PSAPT;DOMO;NLS0030901;5104322;PA 230.120 V30 KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;91
PSAPT;DOMO;NLS0031003;5104322;PA-A 220.100L KOL.808;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;91
PSAPT;DOMO;N130601102;5104322;PA 50.800 L NE PA 6 ESTRUSIONE;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;91
PSCPS;DOMO;NLS0030604;5104322;PA 80.100C KOL.NATURALNY;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;91
PSCPS;DOMO;NLS0032001;5104322;PA6.6/6 - GF30 BLACK;STELLANTIS;C;100;100;100;N/A;N/A;50;100;100;100;92,85714286;;;91
PSAPT;DRUKARNIA W&W;LC387810;5104182;ETICHETTA ADESIVA BIANCA 15X40;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;20
PSAPT;DUPONT;NLS0040114;5109637;POM 100.65;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;92,38095238;A;70,31746032
PSCPS;DUPONT;NLS0035001;5109637;PA 220.110L BLACK.808;STELLANTIS;B;100;100;100;N/A;N/A;80;0;100;100;82,85714286;;;70,31746032
PSAPT;DUPONT;NLS0030601;5109637;PA 80.100L KOL.NERO;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;70,31746032
PSAPT;EDILCHIMICA;13051133;15000246;feltrino zona molletta;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;100;100;A;22
PSAPT;EDILCHIMICA;13052128;15000246;Feltrino superiore zona tendina;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13052127;15000246;Feltrino inferiore zona tendina;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051132;15000246;Tampone;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051131;15000246;Insonorizzante DX;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051139;15000246;Insonorizzante SX;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051125;15000246;Insonorizzante dx-sx ADESIVIZZATO 486x85x11;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051129;15000246;Insonorizzante dx-sx ADESIVIZZATO 486x85x11;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051122;15000246;Tampone adesivizzato URS120 95 x 15 x 20;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;13051123;15000246;Tampone adesivizzato URS120 18 x 15 x 22;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;884513000;15000246;Insonorizzante DX senza adesivo soundproofing;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;884513100;15000246;Insonorizzante SX senza adesivo con Nitto soundproofing;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EDILCHIMICA;1305859;15000246;Tampone 70x22 sp.22;STELLANTIS;STELLANTIS;100;100;100;N/A;N/A;80;100;100;100;;;;
PSAPT;EIDOS SRL;2580000472;5108811;Label Finished Module;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;22
PSAPT;EIDOS SRL;2580000472/a;5108811;new label;STELLANTIS;A;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;22
PSAPT;EIDOS SRL;MPMR234;5108811;1V5 nastro termico nero 55mmx500mt;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;22
PSAPT;EJOT POLSKA SP. ZO.O.;2588460062;5107295;312 ŚRUBA CMC;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;23
PSAPT;ELEKTROMETAL;LC384400;5104337;169 PŁOZA MOCUJĄCA ODM2149;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;100;A;24
PSAPT;ETICOD;LC277900;5106366;TARGHET. TAB. 19310 1/28550/9;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;25
PSAPT;ETTER SAS;LC800027;51000170;164 ANELLO TENUTA TAB. 14618;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;26
PSCPS;EUROFIX POLSKA SP. ZO. O.;51837916;5107373;846 SWORZEŃ ZAWIASÓW KLAPY SCHOWKA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;100;A;130
PSCPS;EUROFIX POLSKA SP. ZO. O.;51979207;5107373;846MCA SPINKA POD WKRĘT 4.8;STELLANTIS;C;-100;100;100;N/A;N/A;100;100;100;100;100;;;130
PSCPS;EUROFIX POLSKA SP. ZO. O.;LC391601;5107373;312MCA NITOWKRĘT Z TWORZYWA 4 x 25;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;130
PSCPS;EUROFIX POLSKA SP. ZO. O.;881909800;5107373;8R0.853.909.A CLIP C/GUARNIZIONE P30286;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;;;130
PSCPS;EUROFIX POLSKA SP. ZO. O.;881918100;5107373;03648A CLIP LISI;STELLANTIS;A;100;100;100;N/A;N/A;100;100;100;100;100;;;130
PSAPT;EUROFIX POLSKA SP. ZO. O.;LC310002300;5107373;250 KOŁEK KULISTY;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;15903870;5107373;VITE A-TBIC TAB.10631;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;LC393163;5107373;312 AB TULEJKA 7X9X38;STELLANTIS;B;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;51820108;5107373; 2504 Spinka pod 徨ub・M6;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;13052822;5107373;SRUBA M6  dis51918601;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;13052823;5107373;WKRET 18X24  dis51810310 ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;1/61609/71;5107373;SEEGER;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSCPS;EUROFIX POLSKA SP. ZO. O.;881909800;5107373;8R0.853.909.A KLIP Z USZCZELKĄ P30286;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;2581v50002;5107373;TULEJKA ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;2581v50008;5107373;SWORZEŃ ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;1/25782/11;5107373;nakretka ;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSCPS;EUROFIX POLSKA SP. ZO. O.;881918100;5107373;03648A SPINKA LISI;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;1305367;5107373;SPINKA  FX70350PH;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;27
PSAPT;EUROFIX POLSKA SP. ZO. O.;1305667;5107373;X250 SPINKA METALOWA;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;28
PSAPT;EUROFIX POLSKA SP. ZO. O.;1305346;5107373;312 SPINKA TABELA 12790/01;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;28
PSAPT;EUROFIX POLSKA SP. ZO. O.;1305834;5107373;X250 SPINKA GWINTOWANA M5;STELLANTIS;C;100;100;100;N/A;N/A;100;100;100;100;100;;;28
PSAPT;EUROLAMEC;1/35502/21;5107024;PODKŁADKA;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;28
PSAPT;EVAL EUROPE NV;NLE0040101;5100451;EVAL F101 KOLOR.808;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;29
PSAPT;FARA INDUSTRIALE S.R.L.;51836512;5100180;846 BRETELLA DX COMPLETA;STELLANTIS;C;100;100;100;100;N/A;80;100;100;100;97,5;97,5;A;30
PSAPT;FARA INDUSTRIALE S.R.L.;51836513;5100180;846 BRETELLA SX COMPLETA;STELLANTIS;C;100;100;100;100;N/A;80;100;100;100;97,5;;;30
PSAPT;FARA INDUSTRIALE S.R.L.;51930211;5100180;Bretella DX per serbatoio 846 metano;STELLANTIS;C;100;100;100;100;N/A;80;100;100;100;97,5;;;30
PSAPT;FGI;LC364813;5106716;169 uszczelka samoprzylepna ;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;32
PSAPT;FIERA;2581V50021;5100180;1V5 Śruba ETC;STELLANTIS;C;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;31
PSAPT;FTE - VALEO;46337787;5109839;CMC TIPO LHD 312;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;33
PSAPT;FTE - VALEO;46337786;5109839;CMC TIPO LHD 139-846;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;33
PSAPT;FTE - VALEO;55222450;5109839;CMC TIPO LHD 139-846;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;33
PSAPT;FTE - VALEO;55232828;5109839;POMPA FRIZIONE 312 G.SX;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;;;33
PSAPT;GAM-PLAST;3801990156;5101628;312 zabezpieczenie pedału sprzęgła;STELLANTIS;B;100;100;100;N/A;N/A;80;100;100;100;97,14285714;97,14285714;A;34
